_ID,_X,_Y
1,2670539.840999998,-667497.4576000013
1,2670508.101599999,-667515.1563000009
1,2670814.875799999,-667873.4442000017
1,2670891.464499999,-667903.3046000004
1,2671275.177499998,-668052.9070000015
1,2672129.045600001,-667651.0962999985
1,2672631.075599998,-667414.8524999991
1,2673500.5832,-667875.875599999
1,2674395.378199998,-668822.7336000018
1,2675009.167100001,-669104.5130999982
1,2675845.664900001,-669105.2580000013
1,2676262.513300002,-669105.6292000003
1,2677490.612199999,-668620.9101999998
1,2677874.09,-668672.3874999993
1,2678104.200800002,-668825.9622000009
1,2678564.0616,-670130.3508000001
1,2678760.1426,-670242.5390999988
1,2679101.066799998,-670437.5998999998
1,2679612.343899999,-671000.6207999997
1,2679978.531800002,-671037.5408000015
1,2680124.101799998,-671052.2175999992
1,2680610.1316,-670822.4732999988
1,2681505.4476,-670772.0921999998
1,2682033.1153,-670330.2809000015
1,2682298.732500002,-670107.8706
1,2683500.862799998,-670083.2978999987
1,2683706.236099999,-670186.1031999998
1,2684114.672200002,-670390.5764999986
1,2684676.9443,-671209.3396999985
1,2684774.023800001,-671522.3821999989
1,2684906.930799998,-671950.9534000009
1,2685546.183400001,-671823.6242999993
1,2686185.888900001,-671696.1911000013
1,2686212.123100001,-671703.8986000009
1,2686405.0592,-671760.5824999996
1,2687234.612,-672003.8986000009
1,2687848.641399998,-671620.7987999991
1,2688539.402899999,-671595.7681000009
1,2688612.0255,-671647.6875
1,2688897.284400001,-671851.6590999998
1,2689046.3103,-672224.3013000004
1,2689153.0031,-672491.0887000002
1,2689587.5766,-673028.3211999983
1,2689843.0548,-674153.6457000002
1,2690405.668000002,-674460.9147000015
1,2691121.447799999,-676123.5313999988
1,2691034.858800001,-676296.4177000001
1,2690891.0165,-676583.6178000011
1,2690174.475200001,-677248.0188000016
1,2689739.661200002,-677349.9967
1,2688997.572099999,-677988.7186000012
1,2688953.8072,-678009.7743000016
1,2687564.589699999,-678678.1409999989
1,2687397.993299998,-678844.5161999986
1,2687232.047200002,-679010.241799999
1,2687226.185699999,-679072.5181999989
1,2687155.022999998,-679828.5960999988
1,2687308.309999999,-680365.6691999994
1,2687165.923500001,-680900.8689000011
1,2684554.114399999,-684110.8715000004
1,2684462.889600001,-684226.8088999987
1,2684362.756200001,-684354.068
1,2684248.061500002,-684644.0384000018
1,2684133.4069,-684933.949000001
1,2684018.712200001,-685223.8795999996
1,2683904.057500001,-685513.7903000005
1,2683789.402899999,-685803.7008999996
1,2683674.748300001,-686093.6314999983
1,2683393.501800001,-686102.5797000006
1,2683112.255399998,-686111.5080000013
1,2682831.008900002,-686120.4362999983
1,2682561.985300001,-685916.2811999992
1,2682293.001800001,-685712.1259999983
1,2682011.354600001,-685840.4105999991
1,2681729.747400001,-685968.6950999983
1,2681473.868500002,-685841.2873999998
1,2681217.989500001,-685713.8797999993
1,2680974.734099999,-685727.0131999999
1,2680731.518800002,-685740.126600001
1,2680527.4168,-685961.9987999983
1,2680323.354800001,-686183.871100001
1,2680119.252700001,-686405.7432999983
1,2679837.8059,-686406.1816999987
1,2679556.359099999,-686406.6002000012
1,2679274.952300001,-686407.0188000016
1,2678993.505399998,-686407.4373000003
1,2678866.0669,-686708.0498999991
1,2678738.6283,-687008.6028000005
1,2678611.189800002,-687309.1755999997
1,2678483.751200002,-687609.748300001
1,2678308.102400001,-687738.5509999991
1,2678132.493700001,-687867.3735999987
1,2677833.373799998,-687826.5984000005
1,2677534.253899999,-687785.8830000013
1,2677235.173999999,-687745.1873999983
1,2676936.0942,-687704.4719999991
1,2676637.0143,-687663.7566
1,2676337.894400001,-687623.0410999991
1,2676038.8145,-687582.3456000015
1,2675739.734700002,-687541.6301999986
1,2675477.804400001,-687693.8896000013
1,2675215.8741,-687846.1290000007
1,2674953.983800001,-687998.3685000017
1,2674644.845199999,-688109.6931999996
1,2674335.746599998,-688220.9979999997
1,2674039.031100001,-688327.9382999986
1,2673742.315699998,-688434.8387999982
1,2673445.560199998,-688541.7391999997
1,2673148.844799999,-688648.6396000013
1,2672852.1294,-688755.5401000008
1,2672555.413899999,-688862.4404999986
1,2672255.252099998,-690180.0223000012
1,2672029.269000001,-693305.6444000006
1,2671805.009300001,-695391.5780999996
1,2671751.906500001,-696842.3271000013
1,2672122.2797,-697650.4376000017
1,2672706.2126,-698200.1856999993
1,2673918.1613,-698636.7556000017
1,2676773.706500001,-700253.1763000004
1,2677863.987399999,-700850.8940000013
1,2679307.529599998,-701658.6261
1,2680236.548500001,-702135.1143000014
1,2681219.6688,-703397.5916999988
1,2681841.433899999,-704166.7408999987
1,2681486.647100002,-704700.9831000008
1,2680935.176800001,-704566.0833999999
1,2680211.871800002,-704980.3852000013
1,2680152.711599998,-705014.2714999989
1,2680158.8147,-705145.9382000007
1,2680185.641199999,-705724.9550999999
1,2679187.684300002,-706373.0943000019
1,2679107.892700002,-706585.5956999995
1,2679083.554099999,-706650.4261000007
1,2678980.702799998,-706924.3487999998
1,2677957.924400002,-706869.7236000001
1,2677031.9487,-707525.7743999995
1,2677028.821899999,-707525.9411000013
1,2676416.799699999,-707558.5973999985
1,2675884.788100001,-708004.3742000014
1,2674656.5046,-707952.1801999994
1,2674497.929499999,-707903.7789000012
1,2674068.061500002,-707772.620000001
1,2673504.7969,-708615.8473000005
1,2673382.6789,-708608.5894000009
1,2672540.6888,-708555.6875
1,2670612.9355,-708434.567499999
1,2670095.372099999,-708971.0414999984
1,2669947.263,-709124.5614
1,2669435.6404,-709124.131099999
1,2669403.039500002,-709100.3991999999
1,2669367.868799999,-709074.7963000014
1,2668872.677299999,-708714.3156999983
1,2668849.984700002,-708734.810800001
1,2668335.149500001,-709199.8099999987
1,2667874.6096,-709122.6845000014
1,2665954.774799999,-709862.5771000013
1,2665733.468699999,-710058.8685999997
1,2665684.9278,-710101.9228000008
1,2665263.360599998,-710475.8396000005
1,2665007.561900001,-710526.6986000016
1,2664757.6061,-710435.6141000018
1,2664744.290899999,-710430.7619999982
1,2664444.748199999,-710321.6072999984
1,2663703.008499999,-709706.8979999982
1,2663549.272,-709885.7148999982
1,2663574.557599999,-710320.5892000012
1,2663330.116099998,-710190.9741000012
1,2663316.092300002,-710183.5381000005
1,2663139.744600002,-710090.0295999982
1,2662782.6204,-710089.6420999989
1,2662423.4056,-710089.2522
1,2661937.3642,-709679.5238000006
1,2661901.176399998,-709668.4704000019
1,2661893.5361,-709666.1367000006
1,2661348.749699999,-709499.7351000011
1,2661396.197999999,-709405.2272000015
1,2661397.644900002,-709402.3520000018
1,2661579.912500002,-709039.7430000007
1,2661413.791900002,-708416.9888000004
1,2661411.745900001,-708409.318599999
1,2661272.769400001,-707888.3295000009
1,2661090.050099999,-707725.1763000004
1,2661043.401999999,-707683.5876000002
1,2660121.732799999,-707912.7998000011
1,2659722.191799998,-707812.3456000015
1,2658484.1875,-707501.0817000009
1,2658308.4102,-707718.6321999989
1,2657946.541099999,-708166.4990999997
1,2656570.958900001,-708121.6317999996
1,2656308.956099998,-708113.1231999993
1,2655839.368700001,-708315.8478000015
1,2655540.918200001,-708444.691300001
1,2655300.751699999,-708357.3502000012
1,2655259.271000002,-708342.2650000006
1,2655209.339299999,-708282.1990999989
1,2654876.354200002,-707881.6306000017
1,2654595.932399999,-707307.6805999987
1,2654845.175799999,-706484.0527999997
1,2654351.040199999,-705937.1928999983
1,2654211.751600001,-705783.0408000015
1,2653777.027100001,-705578.5577000007
1,2650320.633299999,-708106.5095000006
1,2650325.7007,-708144.6812000014
1,2650331.4485,-708187.9433000013
1,2650371.604899999,-708490.1898999997
1,2650959.705800001,-708925.7234999985
1,2651087.294100002,-709309.5340999998
1,2650940.995700002,-709492.1590000019
1,2650929.601700001,-709506.3821999989
1,2650882.440200001,-709565.252799999
1,2650467.938299999,-709548.1559000015
1,2650242.7247,-709538.8665000014
1,2649322.319899999,-708514.5632000007
1,2649043.9144,-708474.5260000005
1,2648964.0911,-708463.0467000008
1,2648862.237799998,-708640.8997999989
1,2648848.664299998,-708664.6013000011
1,2648759.146699999,-708820.9156000018
1,2648680.800000001,-710560.2998000011
1,2648450.256000001,-711046.0423000008
1,2649242.8521,-711788.8376999982
1,2649983.879099999,-713196.6862000004
1,2649983.880600002,-713324.1763000004
1,2649983.849,-713362.5843000002
1,2649983.678800002,-713580.3966000006
1,2649752.886799999,-714066.1717999987
1,2649594.655299999,-714113.4279000014
1,2649560.819200002,-714123.5331000015
1,2649240.9285,-714219.0689000003
1,2649164.548500001,-714371.5183000006
1,2649117.946199998,-714464.5333999991
1,2649087.2038,-714525.8933000006
1,2649196.4866,-714774.8011999987
1,2649267.8651,-714937.3678000011
1,2649368.166700002,-715165.8073999994
1,2649092.6844,-716149.6955999993
1,2649060.270300001,-716265.4629999995
1,2649018.9542,-716288.3440000005
1,2648599.2874,-716520.7564999983
1,2648585.3347,-716572.3914999999
1,2648567.9333,-716636.7892000005
1,2648419.631099999,-717185.6158999987
1,2648209.931200001,-717280.6955999993
1,2648199.296500001,-717285.5174999982
1,2648138.1041,-717313.262600001
1,2648132.280200001,-717334.8015000001
1,2647958.318700001,-717978.1414999999
1,2646781.125,-717925.6085000001
1,2646751.052000001,-718194.2707000002
1,2646747.292100001,-718227.8614000008
1,2646729.587499999,-718386.0337000005
1,2647116.365400001,-718936.4877999984
1,2647144.5097,-718976.5421999991
1,2647215.376899999,-719077.3988999985
1,2647218.155200001,-719101.1983999983
1,2647225.054000001,-719160.2960000001
1,2647266.151900001,-719512.3544999994
1,2647178.7588,-719741.0821999982
1,2647163.560199998,-719780.8603000008
1,2647060.967799999,-720049.3678000011
1,2646549.198600002,-720510.4745000005
1,2646470.538600002,-720581.3475000002
1,2646266.920499999,-720764.807500001
1,2646062.2071,-720738.9802000001
1,2645910.802299999,-720874.0899999999
1,2645887.6032,-720894.7905000001
1,2645575.507300001,-721173.2771999985
1,2645673.548500001,-721428.3442000002
1,2645680.0341,-721445.2173000015
1,2645703.421999998,-721506.0623999983
1,2646140.0876,-721615.7140000016
1,2646419.766800001,-721685.9365999997
1,2646649.756000001,-722197.9144000001
1,2647724.320700001,-722531.8306000009
1,2647852.122699998,-722787.7298000008
1,2647679.530099999,-722923.012600001
1,2647659.0856,-722939.0375999995
1,2647493.555199999,-723068.7681000009
1,2647207.913600002,-723080.8658000007
1,2646904.930399999,-723093.697900001
1,2646263.715399999,-724627.9510999993
1,2646032.7249,-725472.011500001
1,2646108.9859,-726188.5100999996
1,2645698.3048,-727569.6402000003
1,2646183.6457,-728619.2595000006
1,2645773.680399999,-729309.5522000007
1,2645601.123,-729419.0346999988
1,2645210.1862,-729667.0793000013
1,2644467.9168,-729640.5932999998
1,2643649.144099999,-729332.5670000017
1,2643340.686700001,-730841.8482000008
1,2643453.777399998,-731409.5588999987
1,2643646.579300001,-732377.4160000011
1,2643517.898400001,-733170.3805
1,2643696.4727,-733784.679299999
1,2643647.989599999,-733921.7118999995
1,2643542.624699999,-734219.5153999999
1,2642748.461199999,-734935.0011
1,2642838.2722,-735108.9954000004
1,2642869.8389,-735170.1453999989
1,2643131.732799999,-735677.4785000011
1,2643464.476500001,-735908.1594999991
1,2644692.960200001,-735884.1253000014
1,2645205.385499999,-736174.3247999996
1,2645281.517000001,-736217.441300001
1,2645175.372400001,-736346.0379000008
1,2644564.094000001,-737086.6152000018
1,2645024.596900001,-737317.4160000011
1,2645411.528099999,-737353.0696999989
1,2645486.140000001,-737359.9448000006
1,2646432.350200001,-737447.1152000018
1,2647046.6041,-737703.7371000014
1,2647609.234099999,-738292.8125
1,2647718.6393,-738621.9334999993
1,2647762.149,-738752.822900001
1,2647813.493999999,-738907.2833000012
1,2647636.088100001,-739015.3720999993
1,2647595.410599999,-739040.1537999995
1,2646891.329500001,-739469.0964000002
1,2646406.992800001,-739549.2518000007
1,2646277.061299998,-739570.7547000013
1,2645509.303300001,-739262.7890000008
1,2645385.402800001,-739298.7518000007
1,2645348.441799998,-739309.4798999988
1,2644894.793099999,-739441.1552000009
1,2644408.001800001,-739824.374499999
1,2643796.204500001,-741044.9114999995
1,2643619.6138,-741397.2102999985
1,2643485.059999999,-741665.637600001
1,2641380.228500001,-744707.9140999988
1,2641461.709399998,-744906.6629000008
1,2641469.448199999,-744925.5342000015
1,2641485.331,-744964.2648000009
1,2641759.724599998,-745164.7928000018
1,2642431.856600002,-745656.4189999998
1,2641048.994199999,-746652.6101999991
1,2640567.092099998,-747028.1169000007
1,2640049.443100002,-747437.9816000015
1,2639282.206,-747982.4682999998
1,2638792.5713,-747937.2690000013
1,2638490.044100002,-745898.8863000013
1,2637762.121199999,-745527.4455999993
1,2637263.709399998,-745585.1202000007
1,2636817.473299999,-745943.9263999984
1,2636317.136700001,-746477.6513999999
1,2635495.999600001,-747144.184799999
1,2634836.7247,-747391.6864
1,2633768.405699998,-747593.3498999998
1,2632522.473499999,-747719.9204000011
1,2631401.776500002,-747673.3858000003
1,2630261.881900001,-747979.0007000007
1,2629832.7586,-748496.9417000003
1,2629454.9714,-749527.5822999999
1,2629291.745900001,-750281.625
1,2628970.5438,-750520.1979999989
1,2628187.559099998,-750552.9015999995
1,2627031.755600002,-750399.6653999984
1,2625664.035300002,-749853.0067999996
1,2624918.3594,-749463.4499999993
1,2623977.878899999,-748857.2822000012
1,2622788.612799998,-748174.1677000001
1,2621581.353,-747543.4869999997
1,2620863.187399998,-747225.4629000016
1,2620693.370700002,-747150.2631999999
1,2619823.8631,-746598.8211000003
1,2617626.556200001,-744573.1994000003
1,2616807.4575,-744418.4230999984
1,2615528.8233,-743264.8586999998
1,2614660.4232,-741574.6486000009
1,2613842.105900001,-740933.6559000015
1,2613536.7744,-739295.5122999996
1,2613230.2005,-738783.2512999997
1,2612488.6919,-738116.7972000018
1,2611311.609700002,-737731.1273000017
1,2610468.269900002,-736603.8689000011
1,2610007.728300002,-736423.9686000012
1,2609546.984499998,-736500.0009000003
1,2609418.287500002,-736704.5141999982
1,2608676.514400002,-736063.4880000018
1,2608515.135400001,-735350.933699999
1,2608421.597199999,-734937.9244000018
1,2608398.2335,-733990.5282000005
1,2607879.462400001,-733166.7133000009
1,2608003.267700002,-732563.2032000013
1,2608021.9373,-732472.1955999993
1,2607102.488000002,-731560.3170000017
1,2607086.215700001,-730944.4598000012
1,2607071.309599999,-730380.3066999987
1,2606713.960700002,-729714.6303000003
1,2606722.257199999,-729587.4831999987
1,2606740.673799999,-729305.2435999997
1,2607227.095199999,-729280.495000001
1,2607413.907900002,-729154.1535999999
1,2607943.107000001,-728795.8944999985
1,2608147.897,-728355.3847999983
1,2608252.3827,-728130.6330000013
1,2608512.286400002,-727963.0967999995
1,2608687.655299999,-727850.0705999993
1,2609252.031599999,-726546.5987000018
1,2610012.349199999,-725812.1636999995
1,2610072.268599998,-725754.2840999998
1,2610046.862399999,-725447.9629999995
1,2609432.369199999,-725574.8489999995
1,2609304.369600002,-725267.6398000009
1,2609496.155900002,-724442.4891000018
1,2609613.510600001,-723937.3564999998
1,2609076.6479,-723936.387600001
1,2608461.394000001,-724293.5769999996
1,2608104.0363,-723448.752799999
1,2607847.401299998,-723294.1875
1,2607720.567200001,-723217.7985000014
1,2606362.905699998,-724111.0260999985
1,2605339.750100002,-723623.2785999999
1,2604955.712200001,-723648.2096000016
1,2604852.487399999,-723772.3121000007
1,2604809.405400001,-723824.1079000011
1,2604084.319800001,-724695.8500000015
1,2603316.523800001,-724643.4162999988
1,2602602.688700002,-724248.2897000015
1,2602578.026900001,-724234.6387000009
1,2602574.694600001,-724232.7941999994
1,2601449.919100002,-723181.8555000015
1,2601207.5229,-723126.3830000013
1,2600887.0957,-723053.0634000003
1,2600477.569600001,-723154.6818000004
1,2599333.192600001,-723867.0238000006
1,2599021.830600001,-724060.8379000016
1,2598223.228399999,-724557.9395000003
1,2597123.049699999,-724402.5513000004
1,2596455.440000001,-724222.9495999999
1,2596422.210499998,-724228.6816999987
1,2596215.150800001,-724264.4017999992
1,2595826.8233,-724659.9774000011
1,2595570.223000001,-724854.0881999992
1,2595225.697999999,-725169.1495999992
1,2594882.014699999,-725572.5174000002
1,2594661.642200001,-725822.6493000016
1,2594493.687800001,-725968.0927999988
1,2594130.447799999,-726194.9074999988
1,2593847.798799999,-726461.4411999993
1,2593432.261,-726808.9871999994
1,2592954.807300001,-727205.0408999994
1,2592655.006099999,-727535.9061999992
1,2592044.623500001,-728012.9921999984
1,2591735.5649,-728311.7714000009
1,2591364.269900002,-728626.9721999988
1,2591072.563900001,-728877.4827000015
1,2590142.3827,-729468.7234999985
1,2589441.671,-729825.8354999982
1,2588838.622099999,-730142.2719999999
1,2588199.305399999,-730402.7072999999
1,2587791.181299999,-730597.6350999996
1,2586768.2667,-730827.997200001
1,2586448.387800001,-730934.1202999987
1,2586092.441599999,-731000.2855999991
1,2585932.462099999,-731049.3313000016
1,2584597.803800002,-731305.4814999998
1,2584097.547600001,-731203.8027000018
1,2583676.559300002,-731005.3077000007
1,2583372.43,-730902.5529000014
1,2582883.274900001,-731017.6235999987
1,2582493.745200001,-731292.7670000009
1,2582148.499000002,-731535.5450000018
1,2581971.166900002,-731632.8594000004
1,2581455.722100001,-731796.2393000014
1,2580993.216400001,-731903.1396999992
1,2580468.074000001,-731986.2844000012
1,2580372.256099999,-732201.2956999987
1,2579656.233800001,-731637.0047999993
1,2579632.749000002,-731297.7776000015
1,2579631.428100001,-731278.6970000006
1,2579719.682500001,-731165.694600001
1,2579990.541200001,-730818.9096000008
1,2579863.702599999,-730062.805399999
1,2579711.458700001,-729155.2566
1,2579764.222300001,-729012.5406999998
1,2579773.895599999,-728986.3762000017
1,2580353.978700001,-727416.6075000018
1,2579433.698800001,-726698.4197999984
1,2579102.078000002,-726006.9549999982
1,2579230.794799998,-725521.0958999991
1,2579078.153200001,-725009.1777000018
1,2579267.203000002,-724562.0648000017
1,2579488.922200002,-724037.6871000007
1,2579541.580600001,-723116.7380999997
1,2578851.168400001,-722808.4316999987
1,2578798.242800001,-722574.256099999
1,2578723.951200001,-722245.4046999998
1,2578980.887400001,-721683.0159000009
1,2578930.675299998,-721531.6418999992
1,2578828.0451,-721222.2435999997
1,2578971.797800001,-720864.5108000003
1,2579033.5097,-720710.9389999993
1,2578905.9509,-720531.6356999986
1,2578394.232999999,-720377.1442000009
1,2578343.641899999,-720224.5945000015
1,2578241.3869,-719916.2606000006
1,2577167.256200001,-719453.7030000016
1,2576784.228599999,-718966.7837999985
1,2577450.225900002,-718558.7606000006
1,2577588.2443,-717925.3894000016
1,2577656.411899999,-717612.6398999989
1,2577325.231899999,-716691.0320999995
1,2577249.5911,-715897.8456999995
1,2577096.243299998,-715718.4653000012
1,2575919.357900001,-715665.0331000015
1,2575788.863899998,-715558.6768999994
1,2575510.274500001,-715331.6189000011
1,2575767.315699998,-714641.4094999991
1,2575930.809999999,-714437.8200999983
1,2576177.523499999,-714130.6031999998
1,2576128.902399998,-713872.9433000013
1,2576076.097199999,-713593.1101999991
1,2575258.242699999,-712951.9681000002
1,2575033.737500001,-712659.3764999993
1,2575002.7645,-712619.0102999993
1,2574994.429499999,-712508.2829000019
1,2574977.719000001,-712286.2895000018
1,2575070.133699998,-712143.2217999995
1,2575208.710000001,-711928.7212000005
1,2575247.662900001,-711545.0234999992
1,2575286.615800001,-711161.3258999996
1,2575421.0836,-711104.0403000005
1,2575465.831300002,-711084.9770000018
1,2575977.3488,-711341.825100001
1,2576387.3563,-711010.0830000006
1,2576534.444699999,-711020.1484999992
1,2576771.194800001,-711036.3497000001
1,2576862.197700001,-710957.0417999998
1,2576976.138500001,-710857.7439000011
1,2576917.259599999,-710600.8676999994
1,2576899.875700001,-710525.0251999982
1,2576542.529199999,-710345.5566000007
1,2576183.975600001,-710165.4818000011
1,2575928.697799999,-709704.5584000014
1,2576057.619100001,-709141.9360000007
1,2575905.333999999,-708399.8509000018
1,2575535.040899999,-707925.9334999993
1,2575164.7601,-707452.0120999999
1,2575394.7863,-707375.7875000015
1,2575625.490200002,-707299.3383000009
1,2575932.264400002,-707453.4512000009
1,2576028.5581,-707125.4673999995
1,2576112.4016,-706839.8896999992
1,2576470.712400001,-706763.8995000012
1,2576881.269299999,-706901.4809999988
1,2576931.254500002,-706918.2314999998
1,2576969.433699999,-706813.8762000017
1,2577034.127,-706637.0498999991
1,2576546.993500002,-705855.3016000018
1,2576395.8178,-705612.6759000011
1,2576703.949000001,-704999.2650000006
1,2576639.489599999,-704891.4448999986
1,2576627.445799999,-704871.2994000018
1,2576370.3244,-704857.2692000009
1,2576141.2247,-704844.7142999992
1,2576126.261500001,-704804.6105999984
1,2576064.8453,-704639.9664000012
1,2574735.263799999,-703946.6623999998
1,2573632.698199999,-703886.5115999989
1,2573276.974,-703867.1048999988
1,2572777.070799999,-703596.8363999985
1,2572279.667100001,-703327.9193000011
1,2571461.1349,-703275.0670000017
1,2570846.544399999,-703555.2322000004
1,2570310.741500001,-704014.3220999986
1,2569901.695799999,-704329.1044999994
1,2569547.552900001,-704319.1995999999
1,2568946.988699999,-704030.5843999982
1,2568612.001600001,-703749.3828000017
1,2568277.455400001,-703395.7186000012
1,2568139.076299999,-702793.7958000004
1,2567862.398400001,-701571.8544000015
1,2567797.517000001,-700482.6816000007
1,2567730.150800001,-699846.5203999989
1,2567610.086100001,-699136.3817999996
1,2567668.4353,-698177.5064000003
1,2567513.9461,-697285.194600001
1,2567185.050500002,-695898.6776000001
1,2566749.675500002,-694545.442400001
1,2566470.152199999,-693848.9752999991
1,2566384.8726,-693248.5472000018
1,2566335.865699999,-692953.7597000003
1,2566333.416299999,-692939.0262000002
1,2567052.883099999,-692344.6365999989
1,2567721.454599999,-690248.7184000015
1,2567853.141100001,-688049.6664000005
1,2567977.296500001,-687996.7443999983
1,2567995.647799999,-687988.9219999984
1,2568198.055399999,-687902.6928000003
1,2568390.708900001,-687820.6174999997
1,2569647.276299998,-686186.2928999998
1,2569596.527100001,-685879.4078000002
1,2568960.574099999,-685364.6796999984
1,2567971.642900001,-684847.7351999991
1,2567282.032000002,-684647.2470000014
1,2566468.589299999,-684425.1755000018
1,2565001.122400001,-683967.3610000014
1,2564098.5528,-683851.5322999992
1,2563337.127500001,-683830.2479000017
1,2562575.702199999,-683808.9833999984
